法人・施設名,住所,アクセス,仕事内容,サービス形態,給与,給与の備考,待遇,勤務時間,休日,長期休暇/特別休暇,url
社会福祉法人札幌盈友福祉会札幌真栄東保育園,北海道札幌市清田区真栄５条５丁目７－４３,"北海道札幌市清田区真栄５条５丁目７－４３
JR千歳線 上野幌駅から車で13分",産休明け～就学前児の保育業務全般を行っていただきます。子ども達のお世話の他、月案週案等のカリキュラム作成や保育室のお掃除等のお仕事です。＊雇用開始日は相談に応じます『ＳＡＰＰＯＲＯ保育園ミーティング２０２３年９月参加予定』,,"月給 191,211円 〜 199,495円",,"通勤手当： 毎月 20,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜12時30分 (2)9時00分〜17時00分 (3)10時00分〜19時00分 ＊就業時間（１）～（３）のシフト制勤務（７：００から１９：００の間で他の時間帯もあり、基本的には実働７時間勤務です） 休憩60分 時間外勤務：あり ,年間休日数 79日,,"
https://job-medley.com/cw/hw/5771627/"
社会福祉法人大学院幼児園,山口県宇部市野中４丁目８－８,"山口県宇部市野中４丁目８－８
JR宇部線 草江駅から徒歩で22分
JR宇部線 常盤駅から徒歩で24分",○保育業務全般＊約１４０名の園児を３２名の保育スタッフでお世話します。＊食事、午睡、着替え、排せつなど＊工作、戸外遊び、お絵かき、絵本の読み聞かせ、音楽遊び＊お遊戯、季節行事ほか＊環境整備、清掃,,"月給 191,200円",,"通勤手当： 毎月 12,900円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜14時00分 (2)7時00分〜15時30分 (3)8時00分〜17時00分 （４）７：４５～１６：４５（５）８：３０～１７：３０（６）９：００～１８：００（７）７：３０～１６：３０（８）９：３０～１８：３０（９）９：００～１９：３０上記のパターンあり 休憩60分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5753586/"
砥部町役場,愛媛県伊予郡砥部町宮内１３９２番地,"愛媛県伊予郡砥部町宮内１３９２番地
JR予讃・内子線 北伊予駅から車で16分",町立保育所・こども園において、０歳児から就学前までの児童の保育業務を行います。（クラス担任）,,"月給 191,170円",,"通勤手当： 毎月 31,600円まで マイカー通勤可否：可 昇給： 賞与：あり ",早出・遅出出勤あり 休憩60分 時間外勤務：あり ,年間休日数 119日,,"
https://job-medley.com/cw/hw/5817151/"
合同会社ちとせ物語夢キッズちとせ,佐賀県唐津市神田２１１０番地,"佐賀県唐津市神田２１１０番地
JR筑肥線(姪浜～西唐津) 唐津駅から徒歩で15分
JR筑肥線(西唐津～伊万里) 唐津駅から徒歩で15分
JR唐津線 唐津駅から徒歩で15分","＊障がいをもつ子ども達（小学生〜高校生）に、放課後や学校の
休日に必要な訓練や支援を行います。
＊療育・運動・学校や自宅までの送迎等。
◎職場見学・就業説明会は随時受付けています。
※面接にはハローワークの紹介状が必要です。",,"月給 191,100円 〜 241,100円",,"通勤手当：月額 10,000円 10000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)10時00分〜19時00分 (2)8時30分〜17時30分 ＊就業時間（１）平日／（２）土・日・祝日 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5845673/"
学校法人三宅学園,広島県安芸郡海田町日の出町５−２８,"広島県安芸郡海田町日の出町５−２８
JR山陽本線(三原～岩国) 海田市駅から徒歩で15分
JR呉線 海田市駅から徒歩で15分
JR呉線 矢野駅から徒歩で22分","＊乳児・幼児の保育、担任業務
＊保育事務書類作成業務
＊園児管理記録や行事立案
＊その他、付随する業務",,"月給 191,067円 〜 192,662円",,"通勤手当：月額 31,600円 毎月 月額まで マイカー通勤可否：可 ※特記事項欄 参照 昇給：あり 賞与：あり ",(1)8時00分〜17時00分 (2)7時00分〜16時00分 (3)9時30分〜18時30分 休憩60分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5585455/"
ホクシンサービス株式会社,北海道札幌市中央区南１５条西１１丁目２番２５号,"北海道札幌市中央区南１５条西１１丁目２番２５号
札幌市電山鼻線 西線１６条駅から徒歩で7分
札幌市電山鼻線 西線１４条駅から徒歩で8分
札幌市電山鼻線 行啓通駅から徒歩で10分","児童発達支援・放課後等デイサービス事業所での勤務・登園して来た児童へお勉強などの個別療育、手遊びや体操などの
集団療育・自由遊び時や外遊びでの見守りサポート全般・送迎業務、療育準備、制作準備・事業所内の清掃・整理・業務日報や連絡帳の記入など事務業務",,"月給 191,000円 〜 210,000円",,"通勤手当： 毎月 20,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 113日,,"
https://job-medley.com/cw/hw/5878120/"
ホクシンサービス株式会社,北海道札幌市中央区南１５条西１１丁目２番２５号,"北海道札幌市中央区南１５条西１１丁目２番２５号
札幌市電山鼻線 西線１６条駅から徒歩で7分
札幌市電山鼻線 西線１４条駅から徒歩で8分
札幌市電山鼻線 行啓通駅から徒歩で10分","児童発達支援・放課後等デイサービス事業所での勤務
・登園して来た児童へお勉強などの個別療育、手遊びや体操などの
集団療育
・自由遊び時や外遊びでの見守りサポート全般
・送迎業務、療育準備、制作準備
・事業所内の清掃・整理
・業務日報や連絡帳の記入など事務業務",,"月給 191,000円 〜 210,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 113日,,"
https://job-medley.com/cw/hw/5878706/"
株式会社学童社,神奈川県足柄上郡開成町延沢７３６,"神奈川県足柄上郡開成町延沢７３６
小田急線 開成駅から徒歩で22分","０歳、１歳、２歳児の１９名の園児を保育します。
主体的保育を実施。食事やトイレ、着替えなど身の回りのサポート。生活する上での基本的な生活習慣を身に着ける。遊びや課題などを通して社会性や協調性を養う。園児の健康や精神状態を常にチェックし、管理。
保護者対応。ＩＣＴを活用した作業。園内の清潔を保つための清掃。季節イベントや行事の計画・実行。壁面制作や工作のお手本作成・準備。",,"月給 191,000円 〜 211,000円",,通勤手当： マイカー通勤可否：可 昇給：あり 賞与：あり ,(1)8時00分〜17時00分 (2)9時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 116日,,"
https://job-medley.com/cw/hw/5861537/"
株式会社学童社,神奈川県足柄上郡開成町延沢７３６,"神奈川県足柄上郡開成町延沢７３６
小田急線 開成駅から徒歩で22分",令和元年９月開園の新しい施設です。（定員１９名、スタッフ１０人前後）・０歳、１歳、２歳児の１９名の園児を保育します。子育て中の方やブランクのある方も歓迎いたします。,,"月給 191,000円 〜 261,000円",,通勤手当： マイカー通勤可否：可 昇給： 賞与：あり ,(1)8時00分〜17時00分 (2)9時00分〜18時00分 （１）（２）シフト制 休憩60分 時間外勤務：あり ,年間休日数 116日,,"
https://job-medley.com/cw/hw/5829767/"
株式会社三葉,福岡県北九州市小倉南区葛原１丁目２番３５号,"福岡県北九州市小倉南区葛原１丁目２番３５号
JR日豊本線(門司港～佐伯) 安部山公園駅から徒歩で4分","発達に障がいを持つ子ども達のサポート及び療育指導をして頂きます。
・言語療育を中心とした学習指導（当社独自学習教材あり）
・日常生活のサポート
・ご家族、保護者の方との連携
・地域により学校や保育所、自宅への送迎（社用車：軽ＡＴあり）
定員１０名の事業所です。複数のスタッフで支援を行います。
＜子育て応援求人＞
＊応募には「ハローワークの紹介状」が必要です。",,"月給 191,000円",,通勤手当： マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：なし ,（１）９：００〜１７：００　（２）９：３０〜１７：３０　（３）１０：００〜１８：００　（４）１０：３０〜１８：３０ 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5824257/"
社会福祉法人幌北学園,北海道札幌市中央区大通西５丁目１－１桂和大通ビル３８９階,"北海道札幌市中央区大通西５丁目１－１桂和大通ビル３８９階
札幌市電山鼻線 西４丁目駅から徒歩で2分
札幌市電山鼻線 狸小路駅から徒歩で5分
札幌市営地下鉄東西線 大通駅から徒歩で4分","認可保育園にて担任の保育サポートをしていただきます。＊就業場所：発寒そらいろ保育園
（西区発寒８条１１丁目２番８号）",,"月給 191,000円 〜 228,000円",,"通勤手当： 毎月 23,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",上記時間帯で実働８時間勤務 休憩60分 時間外勤務：あり ,年間休日数 117日,,"
https://job-medley.com/cw/hw/5781020/"
社会福祉法人子供の家福祉会こどもの家保育園,沖縄県石垣市字平得４０－１,沖縄県石垣市字平得４０－１,"◇保育業務全般、保育計画・日々の記録管理◇その他の付随する業務※０才～５才児の乳幼児を６部屋に分けて保育しています。＊＊パート勤務も同時募集＊＊
１日６時間～応相談",,"月給 191,000円 〜 215,000円",,"通勤手当： 毎月 5,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時30分〜16時30分 (2)8時00分〜17時00分 (3)8時30分〜17時30分 （４）９：００～１８：００（５）９：３０～１８：３０※（１）～（５）シフト制 休憩60分 時間外勤務：あり ,年間休日数 112日,,"
https://job-medley.com/cw/hw/5735094/"
社会福祉法人幌北学園,北海道札幌市中央区大通西５丁目１－１桂和大通ビル３８９階,"北海道札幌市中央区大通西５丁目１－１桂和大通ビル３８９階
札幌市電山鼻線 西４丁目駅から徒歩で2分
札幌市電山鼻線 狸小路駅から徒歩で5分
札幌市営地下鉄東西線 大通駅から徒歩で4分",認定こども園にて、クラス担任のサポートをしていただきます。＊定員１０５名の認定こども園です。＊起案やお便り作成などの事務作業は業務に含まれません。＊入職時期：２０２３年７月～以降随時＊就業場所認定こども園西野そらいろ保育園（西区西野４条７丁目１－８）,,"月給 191,000円 〜 228,000円",,"通勤手当： 毎月 23,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",＊上記時間帯の範囲内で実働８時間程度。勤務時間は固定です。　ご希望の時間帯を履歴書に記載してください。＊平日のみの勤務です。 休憩60分 時間外勤務：なし ,年間休日数 117日,,"
https://job-medley.com/cw/hw/5732865/"
